t_ns,delta_s
125793965124364,0.768834565
125794228974001,0.263849637
125794272815862,0.043841861
125794310319009,0.037503147
125794529568668,0.219249659
125794632496092,0.102927424
125795436762400,0.8042663080000001
125795619568770,0.18280637000000002
125795757563152,0.137994382
125795909380994,0.151817842
125795931362441,0.021981447
125796613549479,0.682187038
125797230163999,0.61661452
125797679813776,0.44964977700000003
125797975389198,0.29557542200000003
125798266339924,0.290950726
125798472751695,0.20641177100000002
125798647300507,0.174548812
125799048062777,0.40076227000000003
125800188473690,1.140410913
125800276733768,0.088260078
125800473599048,0.19686528
125800748070053,0.274471005
125800796489131,0.048419078000000004
125801547918187,0.7514290560000001
125801569415621,0.021497434000000003
125801637503051,0.06808743
125802771377443,1.133874392
125802910526626,0.139149183
125803552843436,0.6423168100000001
125803556568215,0.003724779
125803866248170,0.309679955
125803888384003,0.022135833
125804513499284,0.625115281
125804630076723,0.116577439
125804935464004,0.305387281
125806057742413,1.122278409
125806573657760,0.5159153470000001
125807506579050,0.93292129
125807757788780,0.25120973
125807878328078,0.120539298
125807932101827,0.053773749
125807961049428,0.028947601000000003
125808195625991,0.23457656300000002
125808210287477,0.014661486000000001
125809015270921,0.8049834440000001
125809144628225,0.129357304
125809845166808,0.700538583
125810305044299,0.459877491
125810479503587,0.17445928800000002
125810560982382,0.081478795
125810617377414,0.056395032000000005
125811088035219,0.47065780500000004
125811118503209,0.03046799
125811187299374,0.068796165
125811682267178,0.494967804
125812113656271,0.431389093
125812644410960,0.530754689
125813020824423,0.376413463
