t_ns,delta_s
125186544850451,0.48682916400000004
125186857231340,0.312380889
125186926442192,0.069210852
125186956034853,0.029592661000000003
125187231386439,0.27535158600000004
125187926488823,0.695102384
125189058707656,1.132218833
125189488652355,0.42994469900000004
125189539921101,0.051268746000000004
125189619482359,0.07956125800000001
125189648366376,0.028884017
125190318114799,0.669748423
125191474590155,1.156475356
125192230224609,0.7556344540000001
125193042076670,0.8118520610000001
125193685646624,0.643569954
125193899246320,0.213599696
125193986255808,0.08700948800000001
125194919719301,0.9334634930000001
125195994628719,1.074909418
125196170533041,0.175904322
125196708029253,0.5374962120000001
125197341891265,0.633862012
125197481961249,0.140069984
125197748088835,0.266127586
125197762636519,0.014547684000000002
125197787019932,0.024383413000000003
125198253734939,0.466715007
125198356516175,0.10278123600000001
125198470926050,0.11440987500000001
125198492464693,0.021538643
125198666440439,0.17397574600000001
125198669094016,0.0026535770000000003
125199399025027,0.729931011
125199533444908,0.13441988100000002
125199825032317,0.291587409
125200223089654,0.398057337
125200703679824,0.48059017000000004
125200998385529,0.29470570500000004
125201473054286,0.47466875700000005
125201724660539,0.251606253
125201768159201,0.043498662
125201788669755,0.020510554
125201918558198,0.12988844300000002
125201958427510,0.039869312000000004
125202337234241,0.378806731
125202845167838,0.5079335970000001
125202999496369,0.15432853100000002
125203785852356,0.7863559870000001
125204021335585,0.23548322900000002
125204138759664,0.117424079
125204203082365,0.06432270100000001
125204974596783,0.7715144180000001
125205009589266,0.034992483000000005
125205069525780,0.059936514
125205297085609,0.22755982900000002
125205504747766,0.207662157
125205699103120,0.194355354
125205879059227,0.179956107
