t_ns,delta_s
125648040377576,0.414352885
125648043548302,0.003170726
125648583724436,0.5401761340000001
125649723031986,1.13930755
125650452230781,0.7291987950000001
125650702245450,0.250014669
125651273097539,0.5708520890000001
125652847742690,1.5746451510000001
125652949721919,0.101979229
125654119392715,1.1696707960000001
125654446426632,0.327033917
125654464854700,0.018428068000000002
125654598273863,0.133419163
125654629040567,0.030766704000000002
125656648362183,2.019321616
125656676227880,0.027865697000000002
125657348156268,0.671928388
125658261896263,0.913739995
125658401436806,0.13954054300000002
125660192198560,1.790761754
125660242522855,0.050324295000000005
125661447573392,1.205050537
125661691140586,0.24356719400000001
125664270588363,2.579447777
125665587246878,1.316658515
125665663618363,0.076371485
125666956866108,1.2932477450000002
125667248112316,0.291246208
