t_ns,delta_s
125510264118321,0.035999055
125511005329885,0.7412115640000001
125511049857976,0.044528091000000006
125512343625848,1.293767872
125512445803566,0.102177718
125513309857136,0.86405357
125513595149219,0.28529208300000003
125513839207199,0.24405798
125514163425832,0.32421863300000003
125514836063592,0.6726377600000001
125514858096959,0.022033367
125515509080363,0.650983404
125516000905808,0.491825445
125517133035323,1.1321295150000001
125517440649250,0.307613927
125517851844672,0.41119542200000003
125518032572290,0.180727618
125518860628966,0.8280566760000001
125518949519330,0.088890364
125519110484611,0.16096528100000002
125519322364733,0.211880122
125519635779961,0.31341522800000005
125519821256799,0.185476838
125519889257453,0.06800065400000001
125520077389464,0.18813201100000002
125520080139288,0.002749824
125520302677624,0.222538336
125520329332745,0.026655121
125520471121401,0.141788656
125521139613567,0.668492166
125521947725904,0.8081123370000001
125522070289653,0.12256374900000001
125522369250372,0.29896071900000004
125523563466188,1.194215816
125523808911165,0.245444977
125523840546027,0.031634862
125523960413704,0.119867677
125524015250787,0.054837083
125524280038491,0.264787704
125524429153882,0.149115391
125524445230820,0.016076938000000002
125525393816272,0.9485854520000001
125525532066927,0.138250655
125526229102419,0.697035492
125526765725662,0.5366232430000001
125526972376411,0.20665074900000002
125527055607638,0.083231227
125527116213774,0.060606136000000005
125527615897678,0.499683904
125527654972479,0.039074801
125527728088709,0.07311623
125528238259405,0.510170696
125528691273843,0.453014438
125529270522817,0.5792489740000001
125529670352832,0.39983001500000004
