t_ns,delta_s
125696453486261,0.494259712
125696457188354,0.003702093
125696546465336,0.089276982
125697151742602,0.6052772660000001
125697684109459,0.5323668570000001
125697727290194,0.043180735000000005
125698157948977,0.43065878300000004
125698424177098,0.26622812100000004
125698535017628,0.11084053
125699816476797,1.2814591690000001
125700095233677,0.27875688000000004
125700122201935,0.026968258000000002
125701201636392,1.079434457
125701233527632,0.03189124
125701407219661,0.173692029
125701427121757,0.019902096
125702713797615,1.2866758580000002
125703475630663,0.7618330480000001
125705106679628,1.6310489650000002
125706527615599,1.420935971
125707305601314,0.777985715
125709443924113,2.138322799
125709637169161,0.193245048
125711088953025,1.451783864
125712323146928,1.234193903
125714432121227,2.108974299
125714519279610,0.087158383
