t_ns,delta_s
125678434498142,1.5726645410000002
125680063392268,1.628894126
125680300568436,0.23717616800000002
125680333497703,0.032929267000000005
125680511202363,0.17770466000000001
125680954397910,0.443195547
125681739894556,0.785496646
125681779831646,0.03993709
125682052552805,0.272721159
125682956912927,0.904360122
125684561739999,1.6048270720000002
125685903954300,1.342214301
125685946497609,0.042543309
125685994666886,0.048169277
125686911352843,0.9166859570000001
125688775894264,1.8645414210000002
125689297377656,0.521483392
125689864333417,0.566955761
125690130795633,0.26646221600000003
125690417808494,0.287012861
125691258951450,0.841142956
125691281660646,0.022709196
125691785551965,0.5038913190000001
125692000502372,0.214950407
125692614953624,0.6144512520000001
125694976250303,2.361296679
125695157423626,0.18117332300000002
125695437266578,0.27984295200000003
