t_ns,delta_s
125793505969754,0.309679955
125793882383217,0.376413463
125793950470647,0.06808743
125793987973794,0.037503147
125794170780164,0.18280637000000002
125794871318747,0.700538583
125796005193139,1.133874392
125796475850944,0.47065780500000004
125796532245976,0.056395032000000005
125796620506054,0.088260078
125796650974044,0.03046799
125797293290854,0.6423168100000001
125798433701767,1.140410913
125799202536332,0.768834565
125800007519776,0.8049834440000001
125800632635057,0.625115281
125800839046828,0.20641177100000002
125800920525623,0.081478795
125802042804032,1.122278409
125802975725322,0.93292129
125803239574959,0.263849637
125803699452450,0.459877491
125804316066970,0.61661452
125804455216153,0.139149183
125804760603434,0.305387281
125804775264920,0.014661486000000001
125804797400753,0.022135833
125805328155442,0.530754689
125805457512746,0.129357304
125805574090185,0.116577439
125805596071632,0.021981447
125805770530920,0.17445928800000002
125805774255699,0.003724779
125806578522007,0.8042663080000001
125806716516389,0.137994382
125807007467115,0.290950726
125807438856208,0.431389093
125807933824012,0.494967804
125808229399434,0.29557542200000003
125808745314781,0.5159153470000001
125808979891344,0.23457656300000002
125809028310422,0.048419078000000004
125809049807856,0.021497434000000003
125809170347154,0.120539298
125809199294755,0.028947601000000003
125809648944532,0.44964977700000003
125810049706802,0.40076227000000003
125810201524644,0.151817842
125810952953700,0.7514290560000001
125811227424705,0.274471005
125811330352129,0.102927424
125811399148294,0.068796165
125812081335332,0.682187038
125812125177193,0.043841861
125812178950942,0.053773749
125812430160672,0.25120973
125812627025952,0.19686528
125812846275611,0.219249659
125813020824423,0.174548812
