window_idx,window_t0_ns,window_t1_ns,cv,hist_entropy,hamming_norm,event_rate_hz,psd_peak_hz,psd_peak_power,psd_peak_snr_db,psd_peak_bandwidth_hz,psd_peak_q,psd_peak_hz_error_hz
0,125793196289799,125798461916027,1.9725783586590717,0.6649725915234711,0.46510416666666665,3.0385749590276463,0.18867924528301885,32.39113971340641,9.758696853355747,0.37735849056603776,0.49999999999999994,2.211320754716981
1,125793238126674,125798484178615,1.9817755400556758,0.6935440200948997,0.45989583333333334,3.0499126161816243,0.19047619047619047,32.16777525539842,9.708609009728084,0.38095238095238093,0.5,2.2095238095238097
2,125793277317169,125798748082342,1.887268445992246,0.6649725915234711,0.46328125,2.9246365899536664,0.36363636363636365,41.70484796299029,9.917189846388645,0.3636363636363636,1.0000000000000002,2.036363636363636
3,125793384967630,125798812290484,1.9058272319514244,0.6649725915234711,0.4635416666666667,2.948046473448288,0.36697247706422015,43.691313531457695,9.938856921432315,0.3669724770642201,1.0000000000000002,2.0330275229357797
4,125793504008008,125798835368501,1.9481570945232307,0.6364011629520426,0.46015625,3.001110133334216,0.37383177570093457,44.87757441851413,9.178409260672629,0.3738317757009345,1.0000000000000002,2.0261682242990653
5,125796174857753,125798935012267,1.434713746498197,0.6646462857595241,0.46145833333333336,5.796776926380433,0.3571428571428571,19.698665735481335,8.43039082839785,0.3571428571428571,1.0,2.0428571428571427
6,125796550518783,125799409421593,1.4180917592447773,0.6646462857595241,0.4588541666666667,5.596552615931704,0.3448275862068965,16.29952623673471,7.145402543712772,0.3448275862068965,1.0,2.0551724137931036
7,125796625494965,125799580989153,1.3625759878038288,0.7013781191217038,0.4630208333333333,5.41364624060631,0.3333333333333333,13.382555252616383,8.473179514386263,0.3333333333333333,1.0,2.0666666666666664
8,125796707291600,125799617727791,1.392064211194868,0.7280447857883704,0.4630208333333333,5.497457752029445,8.47457627118644,15.210817493141695,5.5973704363688315,1.0169491525423737,8.333333333333325,6.074576271186439
9,125796736416567,125799636452035,1.3994696987674933,0.7013781191217038,0.4640625,5.517173902371045,2.711864406779661,12.502933672919601,3.169703786083718,1.0169491525423728,2.6666666666666665,0.311864406779661
10,125796755844890,125799795220815,1.3153955971671496,0.7013781191217038,0.46380208333333334,5.264238578845754,8.524590163934425,20.32260754617767,6.139686767024175,0.9836065573770494,8.666666666666664,6.124590163934425
11,125796827242757,125799951372847,1.2696733752696099,0.6646462857595241,0.46119791666666665,5.121425657405962,0.6349206349206349,12.606528952852786,7.060484726868798,0.6349206349206349,1.0,1.765079365079365
12,125796851724365,125800661624335,1.1361528012020539,0.6646462857595241,0.46067708333333335,4.199585324020988,8.571428571428571,34.7288828350283,5.643926932912566,0.5194805194805188,16.50000000000002,6.171428571428571
13,125797118141076,125800920794558,1.1382539247995218,0.6646462857595241,0.4591145833333333,4.207588221155723,1.0389610389610389,22.4793197629865,5.357838267707816,0.5194805194805195,1.9999999999999996,1.361038961038961
14,125797426207161,125801154358851,1.1595310875639548,0.6646462857595241,0.4578125,4.291670868145389,1.0666666666666667,23.99869442606617,5.541625871626716,0.2666666666666666,4.000000000000001,1.3333333333333333
15,125798461916027,125801318462780,0.9920005527784385,0.6213781191217038,0.46015625,5.60116860793421,5.862068965517241,13.685400875567844,4.408425704084024,1.3793103448275854,4.250000000000003,3.462068965517241
16,125798484178615,125801409066076,0.9505910650084385,0.6480447857883704,0.4627604166666667,5.470295939020404,0.6779661016949152,11.5233081963157,5.872953433435384,0.3389830508474576,2.0,1.7220338983050847
17,125798748082342,125801896643713,0.9515637457792047,0.6480447857883704,0.46015625,5.081685924044198,5.7142857142857135,11.49595196596603,5.773510887716096,0.3174603174603172,18.00000000000001,3.3142857142857136
