window_idx,window_t0_ns,window_t1_ns,cv,hist_entropy,hamming_norm,event_rate_hz,psd_peak_hz,psd_peak_power,psd_peak_snr_db,psd_peak_bandwidth_hz,psd_peak_q,psd_peak_hz_error_hz
0,125599301398849,125604582263853,0.9021006860353306,0.7013781191217037,0.46510416666666665,3.0298066676350883,10.0,33.14423772353435,7.734407612577772,0.18867924528301927,52.999999999999886,7.6
1,125599590146990,125605206596734,0.8668020793849931,0.7013781191217037,0.45989583333333334,2.8487747116570654,3.7168141592920354,11.822190979289724,5.885008492918583,0.3539823008849554,10.50000000000001,1.3168141592920355
2,125599763642870,125605305838246,0.888774297023438,0.7280447857883704,0.46328125,2.8869426129014903,9.189189189189188,19.594164796472153,7.438821478015876,0.36036036036036023,25.500000000000004,6.789189189189187
3,125599834829982,125605681556352,0.8155088869486306,0.7013781191217037,0.4635416666666667,2.736574107879791,1.5384615384615383,11.425664452709029,6.632514861181265,0.3418803418803418,4.500000000000001,0.8615384615384616
4,125599896339755,125606416952238,0.7264082345558748,0.6646462857595241,0.46015625,2.453757226290302,1.5267175572519083,14.159299682842786,7.337851161361558,0.3053435114503815,5.000000000000002,0.8732824427480916
5,125600098264726,125607231725850,0.679335834009751,0.6646462857595241,0.46145833333333336,2.242950472691186,1.5384615384615383,19.57618436732528,8.194530842662065,0.2797202797202798,5.499999999999998,0.8615384615384616
6,125600617088304,125607691711060,0.6845497685780078,0.6913129524261908,0.4588541666666667,2.26160468930027,1.549295774647887,18.617999071954717,7.961092433938635,0.2816901408450705,5.499999999999997,0.8507042253521129
7,125600804504708,125608318088546,0.6289792842672505,0.6646462857595241,0.4630208333333333,2.129476471544763,2.516556291390728,19.53876224134949,7.198497669660298,0.26490066225165565,9.499999999999998,0.1165562913907281
8,125601222774620,125608573219561,0.6548127544731565,0.6913129524261908,0.4630208333333333,2.1767389768140024,1.6216216216216215,19.899392631162204,7.492786832163647,0.4054054054054055,3.999999999999999,0.7783783783783784
9,125601340794980,125608843873130,0.620725241443887,0.6913129524261908,0.4640625,2.132458129867673,2.516556291390728,24.126653470941466,8.902717520033743,0.13245033112582805,18.999999999999964,0.1165562913907281
10,125601423119622,125609740950034,0.5470450819555855,0.6646462857595241,0.46380208333333334,1.9235785303962263,1.5568862275449102,19.9281179656275,7.388716487600318,0.119760479041916,13.000000000000018,0.8431137724550897
11,125601447058440,125609761854247,0.5479300819407712,0.6646462857595241,0.46119791666666665,1.9242805682046977,2.5149700598802394,27.958122515629483,9.6332611331117,0.11976047904191622,20.99999999999999,0.11497005988023945
12,125602524602698,125609804408336,0.6053186842303675,0.6646462857595241,0.46067708333333335,2.1978608764609437,8.356164383561643,20.454088436723943,7.930100186171776,0.2739726027397271,30.499999999999872,5.956164383561642
13,125603309114976,125609934920901,0.6672259196214357,0.7013781191217037,0.4591145833333333,2.4148005814100264,2.556390977443609,15.277561271678247,7.448508233719559,0.15037593984962427,16.999999999999975,0.1563909774436092
14,125604047231890,125610175993930,0.702081709626855,0.7013781191217037,0.4578125,2.610641414297756,8.94308943089431,16.023948662169154,8.273566411838264,0.32520325203251943,27.500000000000078,6.543089430894309
15,125604582263853,125610387882603,0.7462054099756044,0.7013781191217037,0.46015625,2.75595086225736,3.76068376068376,13.700649418695061,6.599477325947779,0.17094017094017078,22.000000000000018,1.3606837606837603
16,125605206596734,125610420724266,0.8470003949344603,0.7280447857883704,0.4627604166666667,3.0685862403259683,4.3809523809523805,13.936143473984332,7.132985162677313,0.3809523809523814,11.499999999999986,1.9809523809523806
17,125605305838246,125610477833487,0.8618092473560425,0.7280447857883704,0.46015625,3.093583666350477,4.4230769230769225,14.499049356267069,7.036789193843428,0.384615384615385,11.499999999999986,2.0230769230769226
18,125605681556352,125610480848534,0.9679515160698171,0.7043281272686637,0.4627604166666667,3.3338249461053544,6.874999999999999,13.569784118264634,6.762861587190568,0.41666666666666696,16.499999999999986,4.475
19,125606416952238,125611110070165,0.9607854713154994,0.6757566986972351,0.4640625,3.409247380712579,4.25531914893617,23.743460321478747,8.42573657646805,0.21276595744680904,19.99999999999995,1.8553191489361702
20,125607231725850,125611233095144,1.010530122458223,0.7043281272686637,0.4625,3.9986311745811083,3.2098765432098766,20.68229267788212,5.204906176685756,0.49382716049382713,6.500000000000001,0.8098765432098767
