t_ns,delta_s
125600039515763,0.738116914
125600294646778,0.255131015
125600337200867,0.042554089
125600370042530,0.032841663
125600588769203,0.218726673
125600688010715,0.099241512
125601472522993,0.784512278
125601646018873,0.17349588000000002
125601776531438,0.130512565
125601924686694,0.148155256
125601945590907,0.020904213
125602604286862,0.658695955
125603230664348,0.6263774860000001
125603673199846,0.442535498
125603961947987,0.288748141
125604242402240,0.28045425300000004
125604444327211,0.201924971
125604612570883,0.168243672
125604988697170,0.376126287
125606027641227,1.0389440570000001
125606109965869,0.082324642
125606297382273,0.187416404
125606494527098,0.19714482500000002
125606706415771,0.211888673
125607441811657,0.735395886
125607481316600,0.039504943
125607542826373,0.061509773000000004
125608633637633,1.0908112600000002
125608769744401,0.13610676800000002
125609398966032,0.6292216310000001
125609401981079,0.0030150470000000003
125609695711895,0.293730816
125609719650713,0.023938818
125610343983594,0.6243328810000001
125610462003954,0.11802036
125610732657523,0.27065356900000004
125611810201781,1.077544258
125612345233744,0.535031963
125613242310648,0.8970769040000001
125613483383677,0.24107302900000002
125613594062878,0.110679201
125613644990319,0.050927441000000004
125613673626393,0.028636074
125613896586429,0.222960036
125613911679872,0.015093443000000002
125614726453484,0.8147736120000001
125614849478463,0.123024979
125615487715530,0.638237067
125615912514413,0.424798883
125616083008610,0.17049419700000001
125616160118633,0.077110023
125616217227854,0.057109221
125616677213064,0.45998521000000003
125616704988041,0.027774977000000003
125616776175153,0.07118711200000001
125617256673784,0.480498631
125617674943696,0.418269912
125617695677677,0.020733981000000002
125618214501255,0.518823578
125618590219361,0.375718106
