t_ns,delta_s
125186096283987,0.038262700000000004
125186133823100,0.037539113
125186245605498,0.111782398
125186359875778,0.11427028
125188984244277,2.624368499
125189353445159,0.369200882
125189429028979,0.07558382000000001
125189501548223,0.07251924400000001
125189528832556,0.027284333
125189547907577,0.019075021
125189616589065,0.068681488
125189639095039,0.022505974
125189910860442,0.271765403
125190197501530,0.28664108800000004
125191323674338,1.126172808
125191345410824,0.021736486000000003
125191610034006,0.264623182
125191671850105,0.061816099000000006
125191693029856,0.021179751
125191781740217,0.088710361
125192233005941,0.45126572400000003
125192404997484,0.17199154300000002
125192439101009,0.034103525
125192456323593,0.017222584000000003
125192618243609,0.161920016
125192772952536,0.154708927
125193474234844,0.701282308
125193742612229,0.268377385
125193993402594,0.250790365
125194152132304,0.15872971
125194232809947,0.08067764300000001
125194725468048,0.492658101
125195943020598,1.2175525500000002
125196547720700,0.604700102
125196890340511,0.342619811
125197144127941,0.25378743000000004
125198398602627,1.254474686
125198627310766,0.228708139
125199069714689,0.44240392300000003
125199313354512,0.243639823
125199414906599,0.10155208700000001
125199461062706,0.046156107
125199503519562,0.042456856
125199542183263,0.038663701
125199565511141,0.023327878
125200286645926,0.7211347850000001
125200439853181,0.15320725500000001
125200785819714,0.345966533
125201516257168,0.730437454
125201659547379,0.143290211
125201962713844,0.303166465
125202237508125,0.27479428100000003
125202323815801,0.086307676
125202358132457,0.034316656
125204001494046,1.6433615890000002
125204028281023,0.026786977
125204458823050,0.43054202700000005
125205060100145,0.601277095
125205879059224,0.8189590790000001
