t_ns,delta_s
125510550605776,0.32248651
125510763237687,0.212631911
125510916668975,0.153431288
125510949219455,0.03255048
125511360621885,0.41140243000000004
125511551467042,0.19084515700000002
125511804016015,0.252548973
125512056564988,0.252548973
125512309113961,0.252548973
125512561662934,0.252548973
125512814211907,0.252548973
125513066760880,0.252548973
125513319309853,0.252548973
125513571858826,0.252548973
125513824407799,0.252548973
125514076956772,0.252548973
125514113997760,0.037040988000000004
125514237334808,0.123337048
125514751481232,0.514146424
125514774152319,0.022671087000000003
125514849384777,0.075232458
125514852214190,0.0028294130000000002
125514978325343,0.126111153
125514994867601,0.016542258
125515682708162,0.687840561
125515752676982,0.06996882
125516218803169,0.466126187
125517447583576,1.2287804070000001
125517589835667,0.142252091
125518352500368,0.7626647010000001
125519683714200,1.331213832
125519934836033,0.251121833
125519991260285,0.056424252
125520053620565,0.062360280000000004
125520905643964,0.852023399
125521737145769,0.831501805
125522429251910,0.692106141
125522954188649,0.524936739
125523100081142,0.145892493
125523329060480,0.228979338
125523522637659,0.19357717900000002
125524239847684,0.7172100250000001
125524662944474,0.42309679
125524996547076,0.333602602
125525082187292,0.085640216
125525247811445,0.16562415300000002
125526412708566,1.164897121
125526685160110,0.272451544
125526790295192,0.105135082
125526836112074,0.045816882
125527432126447,0.596014373
125528408167128,0.9760406810000001
125528960322039,0.552154911
125529630147075,0.6698250360000001
125529670352831,0.040205756
