t_ns,delta_s
125389612044412,0.265558923
125389769041185,0.156996773
125390068613848,0.299572663
125390104865553,0.036251705
125390337686013,0.23282046
125390487537922,0.149851909
125390519450958,0.031913036
125390625301250,0.10585029200000001
125391339951994,0.7146507440000001
125392213708086,0.873756092
125393001889514,0.788181428
125393036807828,0.034918314
125393296928164,0.260120336
125393815310915,0.5183827510000001
125393892613194,0.077302279
125394016298452,0.123685258
125394308029485,0.29173103300000003
125394563809037,0.255779552
125394944913826,0.381104789
125394983483430,0.038569604
125395920563276,0.937079846
125395955861607,0.035298331
125396608071521,0.6522099140000001
125396815244445,0.207172924
125397307176757,0.49193231200000004
125397513410132,0.20623337500000002
125397940812891,0.427402759
125397941144431,0.00033154
125398428812042,0.48766761100000006
125398462105746,0.033293704
125400163430196,1.7013244500000002
125400760895998,0.597465802
125400802745142,0.041849144000000005
125400840394701,0.037649559
125400910344950,0.069950249
125401018534850,0.1081899
125401049829050,0.0312942
125401384664877,0.33483582700000003
125401442664715,0.057999838000000005
125401468945085,0.02628037
125401649651572,0.180706487
125401783607963,0.133956391
125402077212947,0.293604984
125402156101008,0.07888806100000001
125402458753100,0.30265209200000004
125402947939231,0.489186131
125403221788599,0.27384936800000004
125403372427918,0.15063931900000002
125403805205901,0.43277798300000003
125403919872937,0.11466703600000001
125404256753800,0.33688086300000003
125404605008534,0.348254734
125404638308435,0.033299901
125404753741426,0.11543299100000001
125404855886209,0.102144783
125405560314819,0.70442861
125405637787629,0.07747281
125405670198713,0.032411084
125405687228217,0.017029504
125406194895762,0.507667545
125406541283891,0.34638812900000004
125407002736063,0.46145217200000005
125407026578974,0.023842911
125407115434868,0.088855894
125407279899516,0.16446464800000002
125408033559218,0.7536597020000001
125408140269491,0.10671027300000001
